"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"1347-KTTTA","Male",0,"Yes","No",64,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.45,6654.1,"No"
"7841-TZDMQ","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",46.0,84.5,"Yes"
"7157-SMCFK","Male",0,"No","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,1124.2,"No"
"2504-DSHIH","Male",1,"Yes","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",86.8,1975.8500000000001,"No"
"0699-NDKJM","Female",0,"Yes","No",57,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",58.75,3437.4500000000003,"No"
"9286-BHDQG","Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",45.25,3139.8,"No"
"0230-WEQUW","Male",0,"Yes","No",66,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",56.6,3789.2000000000003,"No"
"6496-JDSSB","Female",0,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",80.0,624.6,"No"
"9408-SSNVZ","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,268.35,"Yes"
"4443-EMBNA","Female",0,"Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.75,1836.9,"No"
"6469-MRVET","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",20.2,20.2,"No"
"0742-MOABM","Male",0,"Yes","No",4,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",50.050000000000004,179.35,"Yes"
"5961-VUSRV","Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.35,219.35,"No"
"6778-JFCMK","Male",0,"No","No",24,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Mailed check",50.6,1288.75,"No"
"4811-JBUVU","Male",0,"No","No",30,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",89.9,2723.15,"No"
"2651-ZCBXV","Male",0,"No","No",54,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.0,5760.650000000001,"No"
"3316-UWXUY","Male",0,"No","No",50,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.5,4747.5,"No"
"8937-RDTHP","Male",0,"No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.60000000000001,84.60000000000001,"Yes"
"7083-MIOPC","Female",0,"No","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.25,1566.9,"No"
"1251-KRREG","Male",0,"No","No",2,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",54.4,114.10000000000001,"Yes"
"0621-JFHOL","Female",0,"No","No",10,"No","No phone service","DSL","No","No","No","Yes","No","No","Two year","Yes","Mailed check",29.6,299.05,"No"
"0094-OIFMO","Female",1,"No","No",11,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.0,1120.3,"Yes"
"9227-UAQFT","Male",0,"No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,284.35,"No"
"7301-ABVAD","Female",0,"No","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.60000000000001,6350.5,"No"
"7576-ASEJU","Female",0,"Yes","Yes",41,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",74.7,3187.65,"No"
"4522-AKYLR","Female",1,"No","No",13,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",54.800000000000004,731.3000000000001,"No"
"0221-WMXNQ","Male",1,"No","No",4,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.35000000000001,273.40000000000003,"No"
"0303-UNCIP","Male",0,"No","No",41,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check",65.0,2531.8,"No"
"9947-OTFQU","Male",1,"No","No",15,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,1074.3,"Yes"
"0322-YINQP","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.550000000000004,48.550000000000004,"Yes"
"0959-WHOKV","Male",0,"No","No",42,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",99.0,4298.45,"No"
"4629-NRXKX","Female",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.4,147.15,"Yes"
"9514-JDSKI","Male",1,"Yes","No",1,"No","No phone service","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",40.2,40.2,"Yes"
"3675-YDUPJ","Male",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.85,193.05,"No"
"4111-BNXIF","Female",0,"Yes","Yes",67,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",59.550000000000004,4103.9,"No"
"4959-JOSRX","Female",0,"Yes","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.6,80.55,"Yes"
"5046-NUHWD","Female",1,"Yes","No",29,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",45.0,1228.65,"No"
"7273-TEFQD","Male",1,"No","No",3,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",41.15,132.2,"Yes"
"3606-TWKGI","Male",1,"No","No",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.9,1364.3,"Yes"
"7529-ZDFXI","Male",1,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.85000000000001,4925.35,"No"
"7605-BDWDC","Female",0,"No","No",31,"No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",49.85,1520.1000000000001,"No"
"1950-KSVVJ","Female",0,"Yes","No",45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",113.3,5032.25,"No"
"6292-TOSSS","Male",0,"No","No",50,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.900000000000002,1195.25,"No"
"3197-ARFOY","Female",1,"No","No",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",105.0,2007.25,"No"
"6323-AYBRX","Male",0,"No","No",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.35,1099.6000000000001,"Yes"
"4385-GZQXV","Female",1,"No","No",16,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",94.45,1511.2,"Yes"
"7633-MVPUY","Male",0,"Yes","No",57,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Electronic check",59.75,3450.15,"No"
"6432-TWQLB","Male",0,"Yes","No",5,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",85.4,401.1,"Yes"
"4484-GLZOU","Female",0,"Yes","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.05,5624.85,"Yes"
"3179-GBRWV","Male",1,"Yes","No",21,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",64.95,1339.8,"No"
"4130-MZLCC","Female",0,"No","No",5,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.550000000000004,244.75,"No"
"0314-TKOSI","Female",0,"No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",55.15,322.90000000000003,"No"
"8229-MYEJZ","Female",0,"No","No",10,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",51.2,498.25,"No"
"2080-SRCDE","Female",0,"No","Yes",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.400000000000002,25.400000000000002,"No"
"9577-WJVCQ","Female",0,"No","No",68,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",54.45,3687.75,"No"
"6202-DYYFX","Female",0,"No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",76.0,1783.6000000000001,"No"
"5583-SXDAG","Male",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.0,70.0,"Yes"
"3488-PGMQJ","Male",1,"No","No",8,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.5,606.5500000000001,"Yes"
"3580-REOAC","Male",0,"No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.85,435.40000000000003,"Yes"
"3727-OWVYD","Male",0,"No","No",35,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Mailed check",61.2,2021.2,"No"
"2294-SALNE","Male",0,"Yes","Yes",23,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","No","Mailed check",86.8,1940.8,"No"
"4847-TAJYI","Female",1,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.35000000000001,567.8000000000001,"No"
"1563-IWQEX","Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.7,220.35,"No"
"6556-DBKZF","Female",0,"Yes","Yes",71,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Two year","No","Electronic check",76.05,5436.45,"No"
"2985-JUUBZ","Male",0,"Yes","Yes",40,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",74.55,3015.75,"No"
"6390-DSAZX","Female",0,"No","Yes",1,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.60000000000001,73.60000000000001,"Yes"
"0895-LMRSF","Male",0,"No","No",23,"Yes","No","DSL","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",64.9,1509.8,"No"
"8098-LLAZX","Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,396.1,"Yes"
"8266-VBFQL","Male",0,"No","No",4,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.4,356.65000000000003,"No"
"8181-YHCMF","Female",0,"Yes","Yes",68,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",60.300000000000004,4109.0,"No"
"2240-HSJQD","Male",0,"No","Yes",38,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",81.85000000000001,3141.7000000000003,"No"
"1248-DYXUB","Male",0,"Yes","Yes",52,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.8,1229.1000000000001,"No"
"0265-EDXBD","Male",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,2303.35,"Yes"
"4115-BNPJY","Male",0,"Yes","Yes",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check",75.55,2054.4,"No"
"3167-SNQPL","Male",1,"Yes","Yes",38,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",101.15,3741.85,"No"
"4091-TVOCN","Male",0,"No","Yes",48,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",78.75,3682.4500000000003,"No"
"1098-TDVUQ","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.25,19.25,"No"
"7277-OZCGZ","Female",0,"No","No",22,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.05,1886.25,"No"
"1557-EMYVT","Female",0,"No","No",43,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.05,4895.1,"No"
"2799-ARNLO","Female",1,"Yes","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35000000000001,341.6,"No"
"5027-YOCXN","Male",0,"Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",110.05,5686.400000000001,"No"
"3973-SKMLN","Male",0,"No","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.900000000000002,1355.1000000000001,"No"
"2840-XANRC","Male",1,"Yes","No",24,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.15,2231.05,"Yes"
"6745-JEFZB","Male",0,"Yes","No",35,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",91.5,3236.35,"No"
"9880-TDQAC","Female",0,"Yes","Yes",72,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",60.0,4264.0,"No"
"8705-WZCYL","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.800000000000004,44.800000000000004,"No"
"7102-JJVTX","Female",0,"Yes","Yes",9,"Yes","No","DSL","Yes","No","No","No","No","No","One year","No","Mailed check",48.6,422.3,"No"
"8626-PTQGE","Male",0,"No","No",69,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",60.050000000000004,4176.7,"No"
"5701-YVSVF","Female",1,"Yes","No",11,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",82.9,880.0500000000001,"No"
"5804-LEPIM","Female",1,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.35000000000001,139.05,"Yes"
"5697-GOMBF","Female",1,"Yes","Yes",28,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",35.9,973.65,"No"
"2739-CACDQ","Female",1,"No","No",17,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",82.65,1470.05,"No"
"2379-GYFLQ","Male",0,"No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",94.9,4422.95,"No"
"0122-OAHPZ","Female",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.85000000000001,511.25,"Yes"
"2868-SNELZ","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",80.60000000000001,155.8,"Yes"
"4322-RCYMT","Male",0,"Yes","Yes",68,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",75.8,5293.95,"Yes"
"6680-NENYN","Female",0,"No","No",43,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",104.60000000000001,4759.85,"Yes"
"2088-IEBAU","Female",0,"No","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",88.15,6148.45,"No"
"7982-VCELR","Female",0,"No","No",36,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.8,3565.65,"No"
"1343-EHPYB","Male",0,"Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.4,6603.0,"Yes"
"6035-BXTTY","Female",1,"No","No",32,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",54.65,1830.1000000000001,"No"
